mix_code,issue_code,issue_description
29,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
30,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
31,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
32,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
33,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
34,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
35,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
36,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
37,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
38,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
39,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
40,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
41,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
42,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
43,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
44,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
45,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
46,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
47,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
48,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
49,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
50,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
51,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
52,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
53,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
54,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
55,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
56,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
57,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
58,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
59,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
60,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
61,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
62,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
63,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
64,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
65,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
66,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
67,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
68,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
69,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
70,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
71,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
72,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
73,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
74,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
75,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
76,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
77,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
78,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
79,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
80,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
81,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
82,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
83,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
84,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
85,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
86,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
87,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
88,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
89,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
90,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
91,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
92,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
93,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
94,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
95,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
96,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
97,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
98,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
99,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
100,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
101,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
102,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
103,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
104,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
105,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
106,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
107,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
108,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
109,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
110,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
117,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
118,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
119,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
120,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
121,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
122,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
123,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
125,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
127,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
129,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
130,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
131,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
132,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
133,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
134,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
135,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
136,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
137,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
138,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
139,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
141,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
142,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
143,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
144,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
145,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
146,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
147,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
148,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
149,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
150,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
151,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
152,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
153,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
154,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
155,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
156,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
157,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
158,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
159,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
160,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
161,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
162,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
163,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
164,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
165,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
166,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
167,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
168,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
169,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
170,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
171,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
172,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
173,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
174,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
175,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
176,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
177,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
178,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
179,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
180,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
181,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
182,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
183,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
184,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
185,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
186,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
187,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
188,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
189,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
190,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
191,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
192,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
193,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
194,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
195,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
196,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
197,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
198,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
199,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
200,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
201,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
202,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
203,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
204,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
205,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
206,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
207,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
208,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
209,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
210,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
211,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
212,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
213,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
214,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
215,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
216,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
217,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
218,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
219,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
220,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
221,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
222,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
223,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
224,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
225,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
226,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
227,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
228,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
229,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
230,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
231,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
232,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
233,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
234,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
235,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
236,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
237,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
238,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
239,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
240,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
241,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
242,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
243,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
244,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
245,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
246,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
247,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
248,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
249,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
250,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
251,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
252,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
253,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
254,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
255,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
256,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
257,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
258,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
259,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
260,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
261,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
262,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
263,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
264,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
265,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
266,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
267,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
268,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
269,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
270,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
271,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
272,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
273,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
274,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
275,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
276,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
277,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
278,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
279,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
280,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
281,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
282,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
283,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
284,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
285,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
286,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
287,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
288,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
289,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
290,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
291,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
292,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
293,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
294,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
295,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
296,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
297,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
298,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
299,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
300,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
301,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
302,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
303,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
304,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
305,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
306,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
307,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
308,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
309,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
310,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
311,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
312,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
313,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
314,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
315,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
316,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
317,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
318,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
319,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
320,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
321,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
322,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
323,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
324,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
325,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
326,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
327,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
328,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
329,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
330,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
331,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
332,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
333,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
334,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
335,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
336,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
337,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
338,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
339,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
340,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
341,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
342,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
343,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
344,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
345,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
346,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
347,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
348,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
349,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
350,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
351,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
352,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
353,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
354,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
355,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
356,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
357,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
358,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
359,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
360,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
361,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
362,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
363,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
364,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
365,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
366,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
367,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
368,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
369,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
370,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
371,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
372,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
373,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
374,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
375,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
376,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
377,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
378,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
386,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
389,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
390,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
391,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
392,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
429,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
430,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
431,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
468,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
469,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
470,LOW_COMPONENT_COUNT,Mix has only 5 components (expected >= 6)
471,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
472,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
473,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
474,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
475,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
476,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
477,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
478,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
479,LOW_COMPONENT_COUNT,Mix has only 4 components (expected >= 6)
